Gene	Family
k25_R9188_TRINITY_DN16605_c0_g1_i1.p1	Orphans	Orphans
k25_Tx378_TRINITY_DN52809_c0_g1_i1.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_13967_c13_g1_i79.p2	MYB-related	TFF
k25_BTx623_TRINITY_GG_8376_c1_g1_i36.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_2992_c6_g1_i27.p1	TAZ	TFF
k25_Tx3362_TRINITY_DN13126_c1_g1_i1.p1	FHA	TFF
k25_BTx623_TRINITY_GG_18766_c0_g1_i25.p1	SET	OTR
k25_Tx3362_TRINITY_DN17454_c1_g1_i1.p1	TUB	TFF
k25_BTx623_TRINITY_GG_18791_c7_g1_i10.p1	Orphans	Orphans
k25_Mota_Maradi_TRINITY_DN1473_c0_g5_i1.p1	Orphans	Orphans
M35-1_TRINITY_DN24215_c0_g1_i1.p1	MADS	TFF
k31_BTx623_TRINITY_GG_15907_c14_g1_i3.p1	NAC	TFF
k25_BTx623_TRINITY_GG_11076_c6_g1_i19.p3	MYB-related	TFF
k25_BTx623_TRINITY_GG_6448_c22_g2_i32.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_8559_c1_g1_i1.p1	zf-C5HC2	TFF
k25_Rio_TRINITY_GG_19826_c0_g2_i20.p1	zf-MIZ	OTR
keller_TRINITY_DN42167_c0_g2_i1.p1	Orphans	Orphans
k25_BAZ9504_TRINITY_DN7874_c2_g1_i1.p1	DDT	OTR
k25_Tx378_TRINITY_DN13330_c1_g1_i2.p1	SOH1	OTR
k25_RTx430_TRINITY_GG_18439_c7_g1_i76.p2	ARID	OTR
k25_Rio_TRINITY_GG_20903_c1_g1_i2.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_6552_c0_g1_i5.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_8742_c4_g1_i57.p1	NAC	TFF
keller_TRINITY_DN2511_c2_g2_i2.p1	PHD	OTR
k31_Tx378_TRINITY_DN8489_c2_g1_i1.p1	GRAS	TFF
k25_RTx430_TRINITY_GG_23825_c2_g1_i40.p2	C3H	TFF
k31_RTx430_TRINITY_GG_19595_c1_g1_i8.p1	ARF	TFF
k25_BTx623_TRINITY_GG_9143_c6_g1_i3.p2	PLATZ	TFF
k31_BTx623_TRINITY_GG_16577_c8_g1_i14.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_9694_c6_g1_i18.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_13950_c0_g1_i51.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_19105_c0_g1_i26.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_10602_c7_g1_i3.p1	WRKY	TFF
k25_BAZ9504_TRINITY_DN30332_c1_g4_i1.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_16862_c0_g1_i4.p1	SBP	TFF
k25_BTx623_TRINITY_GG_13560_c1_g1_i53.p1	C3H	TFF
k31_RTx430_TRINITY_GG_16599_c25_g1_i11.p2	MYB-related	TFF
k25_BTx623_TRINITY_GG_15386_c103_g1_i11.p1	ARF	TFF
k25_R9188_TRINITY_DN3566_c0_g2_i1.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_22081_c0_g1_i1.p1	zf-BED	TFF
k25_BTx623_TRINITY_GG_2637_c25_g1_i1.p2	bZIP	TFF
k25_RTx430_TRINITY_GG_25193_c1_g1_i51.p2	MADS	TFF
k25_Rio_TRINITY_GG_8812_c0_g1_i5.p1	zf-HD	TFF
k25_RTx430_TRINITY_GG_7354_c0_g1_i2.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_4965_c0_g1_i35.p2	ABI3VP1	TFF
k25_RTx430_TRINITY_GG_3284_c2_g1_i2.p1	NAC	TFF
k25_BTx623_TRINITY_GG_6067_c7_g1_i11.p1	AP2-EREBP	TFF
k25_Rio_TRINITY_GG_24309_c0_g1_i38.p4	GNAT	OTR
k25_Tx378_TRINITY_DN3382_c0_g2_i1.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_16781_c0_g1_i1.p1	AP2-EREBP	TFF
k25_RTx430_TRINITY_GG_8930_c0_g1_i27.p2	HB	TFF
k25_RTx430_TRINITY_GG_17343_c0_g1_i5.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_16118_c4_g1_i15.p1	SET	OTR
M35-1_TRINITY_DN7744_c0_g3_i3.p1	Orphans	Orphans
k31_Tx3362_TRINITY_DN4370_c1_g3_i1.p2	HSF	TFF
k25_BTx623_TRINITY_GG_3390_c0_g1_i21.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_17357_c8_g1_i2.p1	FAR1	TFF
k31_BTx623_TRINITY_GG_8423_c0_g1_i7.p1	NAC	TFF
k25_RTx430_TRINITY_GG_6162_c0_g1_i26.p1	AP2-EREBP	TFF
k25_Tx378_TRINITY_DN3283_c0_g2_i1.p1	C3H	TFF
k25_BTx623_TRINITY_GG_6115_c0_g1_i7.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_5129_c4_g1_i14.p1	BSD	TFF
k31_Rio_TRINITY_GG_6499_c0_g1_i6.p1	PHD	OTR
k31_Tx378_TRINITY_DN7437_c0_g2_i1.p1	NAC	TFF
k31_BTx623_TRINITY_GG_13214_c4_g1_i73.p1	ARF	TFF
k25_BTx623_TRINITY_GG_6509_c21_g1_i12.p3	TUB	TFF
k25_R9188_TRINITY_DN1685_c0_g1_i4.p2	CCAAT	TFF
TAM428_TRINITY_DN4205_c1_g2_i1.p2	HSF	TFF
k25_Tx378_TRINITY_DN20509_c0_g1_i1.p1	MYB-related	TFF
k25_Rio_TRINITY_GG_16514_c7_g1_i1.p1	NAC	TFF
k31_BTx623_TRINITY_GG_13239_c21_g1_i74.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_5704_c3_g1_i10.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_22392_c16_g1_i1.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_18839_c0_g1_i12.p3	PHD	OTR
k25_RTx430_TRINITY_GG_17343_c2_g1_i1.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_4020_c16_g1_i98.p1	GNAT	OTR
k25_BTx623_TRINITY_GG_13708_c12_g1_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_15190_c0_g1_i25.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4142_c29_g2_i114.p2	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_18086_c4_g1_i2.p1	MYB	TFF
k31_BTx623_TRINITY_GG_1790_c0_g1_i12.p1	PHD	OTR
k25_RTx430_TRINITY_GG_16692_c4_g1_i20.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_19843_c7_g1_i23.p1	Orphans	Orphans
k31_RTx430_TRINITY_GG_21310_c1_g1_i103.p1	SET	OTR
k25_RTx430_TRINITY_GG_5295_c5_g1_i26.p1	C2C2-GATA	TFF
keller_TRINITY_DN14392_c0_g1_i2.p1	PHD	OTR
k25_BTx623_TRINITY_GG_18718_c0_g1_i17.p1	bHLH	TFF
k31_Mota_Maradi_TRINITY_DN16108_c0_g3_i1.p2	TCP	TFF
k25_RTx430_TRINITY_GG_12091_c7_g1_i11.p1	Orphans	Orphans
k25_Mota_Maradi_TRINITY_DN19682_c0_g1_i2.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_2642_c25_g1_i4.p1	MYB-related	TFF
k31_Tx378_TRINITY_DN3400_c0_g2_i1.p1	WRKY	TFF
k25_RTx430_TRINITY_GG_17452_c2_g1_i5.p2	LIM	TFF
k25_RTx430_TRINITY_GG_8945_c2_g1_i189.p1	bHLH	TFF
k25_Tx378_TRINITY_DN7010_c1_g1_i2.p1	MADS	TFF
k25_R9188_TRINITY_DN13950_c0_g2_i2.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_2983_c3_g1_i52.p1	AUX/IAA	OTR
k31_BTx623_TRINITY_GG_19827_c14_g1_i49.p1	MYB-related	TFF
k25_RTx430_TRINITY_GG_14255_c14_g2_i1.p1	mTERF	OTR
k31_Rio_TRINITY_GG_23540_c1_g1_i1.p1	TCP	TFF
k31_RTx430_TRINITY_GG_24221_c17_g1_i9.p1	SART-1	OTR
k25_BTx623_TRINITY_GG_17760_c0_g1_i2.p1	E2F-DP	TFF
k31_BAZ9504_TRINITY_DN21761_c1_g1_i1.p1	MYB-related	TFF
k31_Tx378_TRINITY_DN560_c0_g1_i2.p1	TRAF	OTR
k25_Tx3362_TRINITY_DN6496_c0_g2_i3.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_10767_c1_g1_i4.p1	MYB-related	TFF
k25_Tx378_TRINITY_DN3563_c3_g5_i1.p1	GRF	TFF
k31_BTx623_TRINITY_GG_10156_c2_g1_i5.p1	ABI3VP1	TFF
k25_SM100_TRINITY_DN35477_c0_g2_i1.p1	TRAF	OTR
k25_RTx430_TRINITY_GG_8060_c7_g1_i20.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_13967_c30_g1_i3.p2	ARR-B	TFF
k31_BTx623_TRINITY_GG_2600_c3_g1_i36.p2	SET	OTR
k25_BTx623_TRINITY_GG_15387_c2_g1_i18.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_6550_c0_g1_i43.p1	MADS	TFF
k25_BTx623_TRINITY_GG_19824_c1_g1_i13.p2	bHLH	TFF
k31_RTx430_TRINITY_GG_16591_c1_g1_i10.p3	Jumonji	OTR
k25_BTx623_TRINITY_GG_6503_c10_g1_i9.p1	PHD	OTR
k25_SM100_TRINITY_DN12336_c1_g3_i1.p1	BES1	TFF
k25_Tx3362_TRINITY_DN3652_c0_g2_i7.p1	bHLH	TFF
k25_Rio_TRINITY_GG_23868_c9_g1_i1.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_270_c2_g1_i1.p1	bHLH	TFF
k25_Rio_TRINITY_GG_18242_c2_g1_i8.p1	SET	OTR
k31_RTx430_TRINITY_GG_8978_c0_g1_i23.p1	GRAS	TFF
k25_RTx430_TRINITY_GG_8250_c7_g1_i29.p1	zf-LSD1	TFF
k25_BTx623_TRINITY_GG_10628_c1_g1_i53.p1	C2C2-GATA	TFF
k31_RTx430_TRINITY_GG_1953_c0_g1_i2.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_19387_c9_g1_i153.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_9386_c3_g1_i2.p1	NAC	TFF
k25_BTx623_TRINITY_GG_17359_c20_g1_i5.p2	PHD	OTR
k25_BTx623_TRINITY_GG_2312_c4_g1_i3.p1	TUB	TFF
k25_BTx623_TRINITY_GG_10740_c9_g1_i23.p1	Orphans	Orphans
SC187_TRINITY_DN1405_c0_g4_i3.p1	bZIP	TFF
k25_BAZ9504_TRINITY_DN10832_c3_g1_i1.p1	LIM	TFF
k31_BTx623_TRINITY_GG_4083_c26_g1_i52.p1	ARF	TFF
k31_BTx623_TRINITY_GG_7558_c32_g1_i4.p1	WRKY	TFF
k25_Rio_TRINITY_GG_13359_c4_g1_i7.p1	MYB-related	TFF
k25_RTx430_TRINITY_GG_21310_c2_g1_i31.p1	PHD	OTR
k25_BTx623_TRINITY_GG_10047_c0_g1_i1.p1	AUX/IAA	OTR
k25_RTx430_TRINITY_GG_9407_c4_g3_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_6441_c103_g1_i22.p2	mTERF	OTR
k25_BTx623_TRINITY_GG_8037_c9_g1_i2.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_5291_c6_g1_i1.p3	SBP	TFF
k31_BTx623_TRINITY_GG_6344_c47_g1_i3.p1	NAC	TFF
k25_BTx623_TRINITY_GG_20094_c9_g1_i16.p1	CCAAT	TFF
k25_RTx430_TRINITY_GG_4929_c0_g1_i1.p1	MYB	TFF
k31_R9188_TRINITY_DN29056_c0_g1_i1.p2	Orphans	Orphans
SC187_TRINITY_DN3066_c0_g2_i2.p1	CCAAT	TFF
k25_BTx623_TRINITY_GG_4646_c55_g1_i1.p1	HB	TFF
k31_Tx3362_TRINITY_DN1985_c0_g1_i4.p1	MADS	TFF
k25_BTx623_TRINITY_GG_10623_c55_g1_i1.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_16888_c7_g1_i38.p1	TIG	TFF
k25_BTx623_TRINITY_GG_4133_c6_g1_i2.p3	bZIP	TFF
k25_RTx430_TRINITY_GG_12036_c0_g1_i6.p1	bZIP	TFF
k25_Rio_TRINITY_GG_17389_c0_g1_i3.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_10813_c5_g1_i2.p1	FAR1	TFF
k31_R9188_TRINITY_DN79734_c0_g1_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_17599_c19_g1_i13.p1	Rcd1-like	OTR
k31_Tx3362_TRINITY_DN4788_c0_g2_i1.p1	ARF	TFF
k25_RTx430_TRINITY_GG_5048_c0_g1_i12.p2	MYB	TFF
k25_BTx623_TRINITY_GG_13978_c91_g1_i6.p1	C2H2	TFF
k25_Della_TRINITY_DN4255_c0_g1_i1.p1	zf-BED	TFF
k25_Rio_TRINITY_GG_21340_c0_g1_i1.p1	GRAS	TFF
k25_RTx430_TRINITY_GG_26134_c1_g1_i49.p1	CPP	TFF
k25_Della_TRINITY_DN30388_c0_g1_i1.p1	AP2-EREBP	TFF
k25_Rio_TRINITY_GG_28047_c0_g1_i32.p1	PHD	OTR
k31_Rio_TRINITY_GG_24606_c0_g1_i3.p4	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_15606_c0_g1_i2.p1	TRAF	OTR
k25_DKS-4420_TRINITY_DN10706_c0_g1_i6.p1	GRAS	TFF
k25_Tx378_TRINITY_DN23848_c0_g1_i7.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_10912_c0_g1_i2.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_17738_c3_g1_i41.p1	MED26	OTR
k25_R9188_TRINITY_DN4123_c1_g1_i1.p2	C3H	TFF
k25_BAZ9504_TRINITY_DN9328_c2_g1_i1.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_6366_c0_g1_i2.p1	MYB	TFF
k25_BTx623_TRINITY_GG_15387_c27_g1_i32.p3	Orphans	Orphans
keller_TRINITY_DN162287_c0_g1_i1.p1	C2H2	TFF
k25_Rio_TRINITY_GG_6198_c0_g1_i13.p1	ABI3VP1	TFF
k25_Tx378_TRINITY_DN15799_c1_g1_i1.p1	MYB-related	TFF
k25_Rio_TRINITY_GG_11433_c0_g1_i7.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_10314_c0_g1_i3.p1	ABI3VP1	TFF
k31_R9188_TRINITY_DN7244_c0_g1_i1.p2	TCP	TFF
k31_Tx3362_TRINITY_DN1330_c0_g4_i1.p1	FHA	TFF
k31_BTx623_TRINITY_GG_883_c1_g1_i143.p2	Orphans	Orphans
k25_Tx3362_TRINITY_DN25350_c0_g1_i2.p1	BSD	TFF
k25_BTx623_TRINITY_GG_9753_c3_g1_i15.p1	bZIP	TFF
k25_Rio_TRINITY_GG_25515_c0_g1_i79.p1	MYB-related	TFF
k25_RTx430_TRINITY_GG_22392_c16_g1_i21.p2	ABI3VP1	TFF
k31_RTx430_TRINITY_GG_22055_c0_g1_i12.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_20089_c9_g1_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_10637_c1_g1_i4.p1	ARF	TFF
k31_R9188_TRINITY_DN32605_c0_g1_i1.p1	MADS	TFF
k25_Tx3362_TRINITY_DN458_c0_g3_i1.p1	TIG	TFF
k25_BTx623_TRINITY_GG_20082_c2_g1_i12.p1	NAC	TFF
k31_RTx430_TRINITY_GG_15590_c1_g1_i322.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_18654_c3_g1_i2.p1	NAC	TFF
k31_BAZ9504_TRINITY_DN4069_c0_g2_i1.p1	C3H	TFF
k31_BTx623_TRINITY_GG_13826_c8_g1_i131.p1	MYB-related	TFF
k31_RTx430_TRINITY_GG_8907_c1_g1_i246.p2	bHLH	TFF
k25_BTx623_TRINITY_GG_13721_c30_g1_i20.p1	C3H	TFF
k25_RTx430_TRINITY_GG_19940_c2_g1_i1.p1	AP2-EREBP	TFF
SC187_TRINITY_DN6458_c0_g2_i3.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_4652_c35_g1_i5.p1	FAR1	TFF
k25_Tx378_TRINITY_DN1297_c0_g6_i1.p1	NAC	TFF
k25_BTx623_TRINITY_GG_5395_c6_g1_i7.p1	C3H	TFF
k25_RTx430_TRINITY_GG_17910_c0_g1_i1.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_22733_c1_g1_i13.p1	bZIP	TFF
k25_Tx7000_TRINITY_DN8417_c0_g1_i1.p1	GRAS	TFF
k25_Tx378_TRINITY_DN7194_c0_g3_i7.p2	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_15769_c0_g1_i20.p1	ABI3VP1	TFF
k25_Rio_TRINITY_GG_13200_c0_g1_i9.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_13039_c31_g1_i5.p1	WRKY	TFF
k25_Rio_TRINITY_GG_10890_c0_g1_i1.p1	LIM	TFF
k25_Tx3362_TRINITY_DN2366_c0_g2_i2.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_11767_c0_g1_i20.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_14325_c0_g1_i48.p4	MYB	TFF
k31_BTx623_TRINITY_GG_10477_c9_g1_i27.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_16078_c18_g1_i11.p1	TRAF	OTR
k31_BTx623_TRINITY_GG_2566_c6_g1_i16.p1	zf-BED	TFF
k25_BTx623_TRINITY_GG_6279_c29_g1_i1.p2	HSF	TFF
k25_BTx623_TRINITY_GG_10820_c139_g2_i2.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_5409_c19_g1_i2.p1	PHD	OTR
k31_Tx378_TRINITY_DN9377_c0_g1_i2.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_6103_c0_g2_i1.p1	TRAF	OTR
k31_Rio_TRINITY_GG_3824_c22_g1_i1.p1	WRKY	TFF
k25_Rio_TRINITY_GG_18278_c0_g1_i3.p1	MYB-related	TFF
k31_Tx2737_TRINITY_DN29125_c1_g1_i1.p1	NAC	TFF
SC187_TRINITY_DN1288_c0_g2_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_3390_c0_g1_i73.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_650_c2_g1_i1.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_19858_c0_g1_i182.p1	AP2-EREBP	TFF
k25_Tx3362_TRINITY_DN2282_c0_g2_i2.p1	bHLH	TFF
k25_RTx430_TRINITY_GG_14404_c0_g1_i6.p1	Orphans	Orphans
k31_RTx430_TRINITY_GG_24198_c0_g1_i15.p2	TIG	TFF
k25_Della_TRINITY_DN22159_c0_g1_i1.p1	zf-BED	TFF
k25_RTx430_TRINITY_GG_14029_c72_g1_i2.p1	HB	TFF
k25_RTx430_TRINITY_GG_16816_c2_g1_i19.p1	MYB-related	TFF
k25_Rio_TRINITY_GG_16629_c0_g1_i8.p1	C3H	TFF
k31_BTx623_TRINITY_GG_9609_c3_g1_i29.p1	bZIP	TFF
k31_Tx378_TRINITY_DN11886_c0_g1_i2.p1	Orphans	Orphans
k31_RTx430_TRINITY_GG_3121_c0_g1_i1.p1	SAP	TFF
k25_Rio_TRINITY_GG_2413_c0_g1_i3.p1	MYB	TFF
k25_RTx430_TRINITY_GG_13523_c3_g1_i4.p1	SBP	TFF
k25_Tx3362_TRINITY_DN286_c8_g1_i1.p1	OFP	TFF
k25_Rio_TRINITY_GG_2631_c4_g1_i4.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_17358_c33_g1_i10.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_11317_c4_g1_i7.p1	SAP	TFF
k25_BTx623_TRINITY_GG_585_c1_g1_i16.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_8995_c0_g1_i11.p1	SAP	TFF
k31_Rio_TRINITY_GG_23852_c0_g1_i13.p1	MYB-related	TFF
keller_TRINITY_DN15848_c2_g1_i1.p1	SET	OTR
k25_RTx430_TRINITY_GG_22563_c5_g1_i133.p1	SET	OTR
k31_BTx623_TRINITY_GG_3241_c3_g1_i10.p1	SET	OTR
k25_BTx623_TRINITY_GG_5015_c0_g1_i17.p1	SWI/SNF-BAF60b	OTR
k25_BTx623_TRINITY_GG_8265_c0_g1_i15.p1	MYB-related	TFF
k25_Della_TRINITY_DN26906_c0_g1_i1.p1	AP2-EREBP	TFF
k31_BTx623_TRINITY_GG_13769_c4_g1_i9.p1	AUX/IAA	OTR
k31_BTx623_TRINITY_GG_3515_c2_g1_i99.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_6519_c278_g1_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_1403_c0_g1_i9.p1	bHLH	TFF
k25_RTx430_TRINITY_GG_23252_c0_g1_i8.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_19342_c1_g1_i13.p2	MYB	TFF
k25_Tx378_TRINITY_DN3171_c0_g4_i2.p1	NAC	TFF
k25_BTx623_TRINITY_GG_4125_c7_g1_i2.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_8604_c0_g1_i1.p1	TRAF	OTR
k31_Tx378_TRINITY_DN2399_c0_g1_i4.p1	BES1	TFF
k31_BTx623_TRINITY_GG_3971_c3_g1_i6.p1	AP2-EREBP	TFF
k25_BAZ9504_TRINITY_DN5808_c0_g8_i1.p1	E2F-DP	TFF
k31_BTx623_TRINITY_GG_683_c16_g1_i16.p1	SET	OTR
k31_RTx430_TRINITY_GG_16591_c1_g1_i16.p1	Jumonji	OTR
k25_RTx430_TRINITY_GG_6178_c1_g1_i3.p1	ARF	TFF
k25_RTx430_TRINITY_GG_5193_c1_g1_i13.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_14994_c80_g1_i2.p1	C1-4-t1	TFF
M35-1_TRINITY_DN1507_c0_g2_i2.p1	MYB-related	TFF
k31_Tx3362_TRINITY_DN8152_c0_g1_i5.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_14994_c47_g1_i11.p1	SET	OTR
k25_Tx378_TRINITY_DN8576_c0_g1_i3.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_14728_c0_g1_i95.p1	LIM	TFF
k31_RTx430_TRINITY_GG_17586_c1_g1_i37.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_11079_c3_g2_i3.p1	PAS	TFF
k25_RTx430_TRINITY_GG_18693_c5_g1_i23.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_4014_c7_g1_i14.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_6441_c68_g1_i19.p3	SET	OTR
k25_Rio_TRINITY_GG_3972_c0_g1_i101.p1	MYB-related	TFF
k25_BAZ9504_TRINITY_DN6816_c0_g2_i2.p1	C2C2-Dof	TFF
k25_DKS-3707_TRINITY_DN4247_c0_g1_i1.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_9753_c3_g1_i17.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_4425_c3_g1_i3.p1	ARF	TFF
k25_BTx623_TRINITY_GG_20106_c34_g4_i2.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_6441_c103_g1_i97.p1	mTERF	OTR
k25_Tx3362_TRINITY_DN14423_c0_g1_i2.p1	SWI/SNF-BAF60b	OTR
k25_Tx378_TRINITY_DN6359_c0_g2_i1.p1	MYB-related	TFF
k31_Rio_TRINITY_GG_6466_c0_g2_i1.p2	NAC	TFF
k25_BTx623_TRINITY_GG_4142_c29_g2_i151.p1	ARF	TFF
k25_RTx430_TRINITY_GG_2740_c1_g1_i13.p1	MED26	OTR
k25_BTx623_TRINITY_GG_6556_c4_g1_i1.p1	WRKY	TFF
k25_R9188_TRINITY_DN5547_c0_g1_i4.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_9997_c0_g1_i4.p1	MYB	TFF
k25_RTx430_TRINITY_GG_8251_c0_g1_i50.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_6069_c4_g1_i13.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_5613_c2_g1_i10.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_3852_c0_g1_i14.p1	CCAAT	TFF
k25_BTx623_TRINITY_GG_9394_c26_g1_i31.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_1636_c11_g1_i1.p4	GRAS	TFF
k25_BTx623_TRINITY_GG_10875_c0_g1_i1.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_16157_c3_g1_i10.p3	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_4659_c3_g1_i2.p1	NAC	TFF
k25_Rio_TRINITY_GG_12653_c0_g1_i7.p1	bZIP	TFF
keller_TRINITY_DN3271_c1_g1_i1.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_2923_c2_g1_i2.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_2642_c9_g1_i72.p2	NAC	TFF
k25_RTx430_TRINITY_GG_23318_c27_g5_i1.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_9387_c0_g1_i16.p1	LIM	TFF
k25_Rio_TRINITY_GG_14058_c2_g1_i1.p1	bHLH	TFF
SC187_TRINITY_DN654_c0_g3_i1.p1	WRKY	TFF
k31_Tx3362_TRINITY_DN13830_c0_g1_i9.p1	ABI3VP1	TFF
k25_RTx430_TRINITY_GG_10529_c0_g1_i4.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_2983_c3_g1_i115.p1	ARF	TFF
k25_BTx623_TRINITY_GG_18457_c3_g1_i1.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_13039_c10_g1_i10.p2	HMG	OTR
k25_BTx623_TRINITY_GG_13163_c1_g1_i137.p1	Orphans	Orphans
k25_BAZ9504_TRINITY_DN15283_c0_g1_i4.p1	mTERF	OTR
k31_RTx430_TRINITY_GG_26247_c3_g1_i6.p1	Tify	TFF
k25_BAZ9504_TRINITY_DN6816_c0_g2_i3.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_10623_c131_g1_i75.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_4657_c9_g1_i17.p1	MYB-related	TFF
SC187_TRINITY_DN214871_c0_g1_i1.p1	GRAS	TFF
k25_Rio_TRINITY_GG_1766_c0_g1_i2.p1	C2C2-CO-like	TFF
k31_RTx430_TRINITY_GG_11455_c3_g1_i15.p2	Orphans	Orphans
k25_RTx430_TRINITY_GG_22004_c0_g1_i20.p2	Tify	TFF
k25_BTx623_TRINITY_GG_6279_c54_g1_i10.p1	PHD	OTR
k31_BAZ9504_TRINITY_DN54647_c0_g1_i2.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_13979_c1_g1_i24.p2	C3H	TFF
k31_Rio_TRINITY_GG_11811_c4_g1_i2.p1	FAR1	TFF
k25_BTx623_TRINITY_GG_13033_c35_g1_i40.p1	ABI3VP1	TFF
k31_BTx623_TRINITY_GG_381_c32_g1_i10.p1	LIM	TFF
k31_Tx3362_TRINITY_DN7418_c0_g1_i3.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_13978_c32_g1_i4.p2	MYB-related	TFF
k25_BTx623_TRINITY_GG_7167_c2_g1_i25.p1	FHA	TFF
k25_BTx623_TRINITY_GG_16878_c12_g1_i20.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN4403_c0_g2_i1.p2	MYB-related	TFF
k25_Rio_TRINITY_GG_23255_c0_g1_i31.p1	Orphans	Orphans
