Gene	Family
CoV92102_k25_TRINITY_DN17328_c0_g2_i1	AUX/IAA	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0013817.9	Orphans	Orphans
SP80-3280_IQUSP_evm.model.unitig_413414.1	ARID	OTR
QA96-1749_k25_TRINITY_DN67886_c0_g1_i1	mTERF	OTR
F1_Bulk_1_k25_TRINITY_DN3810_c0_g1_i2	MYB-related	TFF
QA02-1009_k31_TRINITY_DN1969_c0_g1_i15	DDT	OTR
LCP85-384_k31_TRINITY_DN34794_c0_g1_i19	Orphans	Orphans
LCP85-384_k31_TRINITY_DN3166_c0_g1_i3	AP2-EREBP	TFF
TUC717_k31_TRINITY_DN6096_c0_g1_i1	TRAF	OTR
KQB07-24739_k25_TRINITY_DN3049_c0_g1_i2	MED26	OTR
GXU-34176_k25_TRINITY_DN23182_c0_g1_i4	ABI3VP1	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000080350.2	Orphans	Orphans
GUC10_k31_TRINITY_DN4000_c1_g1_i3	bZIP	TFF
MS6847_k25_TRINITY_DN22344_c0_g2_i1	C2H2	TFF
ROC22_k25_TRINITY_DN1050_c0_g1_i1	NAC	TFF
F1_Bulk_2_k25_TRINITY_DN22121_c1_g1_i4	Orphans	Orphans
CC011940_cc_00014985-RA	GRAS	TFF
ROC22_k25_TRINITY_DN7894_c0_g2_i7	AUX/IAA	OTR
ROC22_k25_TRINITY_DN27015_c0_g1_i1	SGT1	OTR
MS6847_k31_TRINITY_DN87210_c0_g1_i1	TRAF	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000018864.2	NAC	TFF
KQB07-23990_k31_TRINITY_DN3059_c0_g1_i4	bZIP	TFF
QN05-1509_k31_TRINITY_DN3271_c0_g1_i11	Yl1	TFF
LCP85-384_k31_TRINITY_DN14196_c0_g1_i11	FAR1	TFF
QA02-1009_k25_TRINITY_DN21723_c0_g1_i6	zf-BED	TFF
QN05-803_k31_TRINITY_DN271_c0_g1_i10	Orphans	Orphans
GXU-34176_k25_TRINITY_DN67386_c0_g2_i1	MYB	TFF
QC02-402_k25_TRINITY_DN3650_c0_g1_i3	TRAF	OTR
KQ08-2850_k25_TRINITY_DN375_c0_g1_i9	bZIP	TFF
QS99-2014_k25_TRINITY_DN7782_c0_g3_i2	MYB-related	TFF
MT11-610_k31_TRINITY_DN2295_c0_g1_i32	AP2-EREBP	TFF
MT11-610_k31_TRINITY_DN11456_c0_g2_i9	GNAT	OTR
KQ08-2850_k25_TRINITY_DN4563_c0_g1_i11	TUB	TFF
CP74-2005_k31_TRINITY_DN31107_c0_g1_i2	bZIP	TFF
ROC20_k25_TRINITY_DN2191_c3_g1_i11	SET	OTR
KQB07-23990_k25_TRINITY_DN8818_c0_g1_i6	C2C2-GATA	TFF
T1_k25_TRINITY_DN3967_c0_g1_i7	GRAS	TFF
QS99-2014_k25_TRINITY_DN8234_c0_g1_i3	zf-BED	TFF
GT96-167_k25_TRINITY_DN13827_c0_g2_i1	Orphans	Orphans
LCP85-384_k25_TRINITY_DN11612_c0_g1_i7	SAP	TFF
ROC22_k25_TRINITY_DN95462_c0_g1_i1	MYB-related	TFF
QS99-2014_k25_TRINITY_DN5460_c1_g1_i1	GRAS	TFF
F1_Bulk_2_k25_TRINITY_DN5911_c0_g1_i6	ABI3VP1	TFF
GUC10_k31_TRINITY_DN22794_c0_g1_i1	AP2-EREBP	TFF
T1_k25_TRINITY_DN7114_c0_g1_i13	FAR1	TFF
ROC20_k25_TRINITY_DN13146_c0_g1_i7	SBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0064403.1	WRKY	TFF
CP74-2005_k31_TRINITY_DN14326_c0_g2_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0266553.2	MYB-related	TFF
MT11-610_k31_TRINITY_DN7129_c0_g2_i6	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000015616.1	Orphans	Orphans
MT11-610_k31_TRINITY_DN84931_c0_g1_i7	CCAAT	TFF
QC02-402_k25_TRINITY_DN5701_c0_g1_i8	bHLH	TFF
QN05-1509_k31_TRINITY_DN15492_c0_g1_i8	FHA	TFF
LCP85-384_k31_TRINITY_DN4157_c0_g3_i2	MYB-related	TFF
QS99-2014_k25_TRINITY_DN1851_c0_g1_i6	CCAAT	TFF
SP80-3280_Mattielo_SP803280_c111189_g2_i3	bZIP	TFF
GXU-34176_k25_TRINITY_DN13072_c0_g1_i2	WRKY	TFF
GXU-34176_k25_TRINITY_DN6551_c0_g2_i4	Orphans	Orphans
R570_BAC_Sh_242N19_p000030	TRAF	OTR
RB72454_k31_TRINITY_DN1320_c2_g2_i4	TUB	TFF
CC011940_cc_00011666-RA	SRS	TFF
MS6847_k25_TRINITY_DN3835_c0_g1_i2	MYB-related	TFF
CP74-2005_k31_TRINITY_DN4304_c0_g2_i1	SET	OTR
ROC20_k25_TRINITY_DN21819_c0_g1_i2	Orphans	Orphans
GUC10_k31_TRINITY_DN2803_c0_g2_i6	Orphans	Orphans
ROC20_k31_TRINITY_DN19813_c0_g2_i4	AP2-EREBP	TFF
KQ08-2850_k25_TRINITY_DN32819_c0_g1_i2	Tify	TFF
R570_BAC_Sh_229N08_p000020	bZIP	TFF
ROC26_k31_TRINITY_DN9458_c0_g1_i1	Orphans	Orphans
RB72454_k31_TRINITY_DN6919_c0_g1_i14	MYB	TFF
QN05-1509_k25_TRINITY_DN3761_c0_g1_i2	TRAF	OTR
GUC2_k25_TRINITY_DN18602_c0_g1_i1	SBP	TFF
ROC22_k25_TRINITY_DN29792_c0_g1_i1	Orphans	Orphans
MS6847_k25_TRINITY_DN654_c0_g1_i1	MYB	TFF
KQB07-23990_k31_TRINITY_DN486_c0_g1_i25	Orphans	Orphans
ROC26_k25_TRINITY_DN7340_c0_g2_i1	Yl1	TFF
ROC22_k25_TRINITY_DN2041_c0_g1_i4	NAC	TFF
ROC22_k31_TRINITY_DN14707_c0_g1_i3	Orphans	Orphans
T2_k31_TRINITY_DN1284_c0_g1_i4	bHLH	TFF
SP80-3280_Mattielo_SP803280_c97561_g1_i11	ABI3VP1	TFF
ROC22_k25_TRINITY_DN42785_c0_g2_i3	Orphans	Orphans
QN05-1743_k31_TRINITY_DN992_c0_g1_i12	Orphans	Orphans
F1_Bulk_1_k25_TRINITY_DN12330_c1_g1_i4	NAC	TFF
GUC10_k25_TRINITY_DN3740_c0_g2_i3	C2H2	TFF
SP80-3280_Mattielo_SP803280_c112342_g1_i1	MYB	TFF
QBYN04-26041_k25_TRINITY_DN12280_c1_g1_i6	bHLH	TFF
QN05-1743_k25_TRINITY_DN26363_c0_g1_i1	GRAS	TFF
SP80-3280_IQUSP_evm.model.unitig_52334.1	NAC	TFF
RB855156_k25_TRINITY_DN17421_c0_g1_i1	SET	OTR
B2_k31_TRINITY_DN14565_c0_g2_i5	bHLH	TFF
MT11-610_k31_TRINITY_DN19932_c0_g1_i14	BSD	TFF
ROC20_k25_TRINITY_DN16499_c0_g2_i7	TRAF	OTR
ROC22_k25_TRINITY_DN13485_c0_g1_i4	Rcd1-like	OTR
Q200_k31_TRINITY_DN12327_c0_g2_i1	TRAF	OTR
TUC717_k25_TRINITY_DN7343_c0_g1_i5	WRKY	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0312974.1	NAC	TFF
Co8021_k31_TRINITY_DN8918_c0_g2_i8	zf-BED	TFF
Co8021_k25_TRINITY_DN2853_c0_g2_i1	TCP	TFF
US851008_k25_TRINITY_DN15868_c0_g1_i2	ABI3VP1	TFF
LCP85-384_k31_TRINITY_DN327_c0_g4_i2	MYB-related	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0279266.1	GRAS	TFF
B2_k25_TRINITY_DN37941_c0_g1_i3	AP2-EREBP	TFF
QA96-1749_k25_TRINITY_DN4388_c0_g1_i7	E2F-DP	TFF
Q200_k25_TRINITY_DN37951_c0_g1_i1	ABI3VP1	TFF
QN05-1743_k31_TRINITY_DN10469_c1_g1_i5	HB	TFF
Co8021_k31_TRINITY_DN31268_c0_g1_i3	NAC	TFF
MS6847_k25_TRINITY_DN3774_c0_g1_i6	zf-fF-X1	TFF
ROC22_k31_TRINITY_DN40135_c0_g2_i2	Orphans	Orphans
KQB09-20432_k31_TRINITY_DN185_c0_g1_i4	Orphans	Orphans
US851008_k25_TRINITY_DN2681_c0_g1_i3	WRKY	TFF
FN95-1702_k25_TRINITY_DN5509_c1_g1_i8	zf-HD	TFF
ROC20_k31_TRINITY_DN46783_c0_g1_i1	Orphans	Orphans
GT96-167_k25_TRINITY_DN774_c4_g1_i1	NAC	TFF
KQB07-24739_k25_TRINITY_DN3788_c0_g1_i2	MYB-related	TFF
MT11-610_k31_TRINITY_DN18881_c0_g1_i13	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000009183.1	SBP	TFF
MT11-610_k31_TRINITY_DN11441_c0_g2_i2	WRKY	TFF
B1_k25_TRINITY_DN98_c0_g1_i4	CCAAT	TFF
ROC20_k25_TRINITY_DN66877_c0_g1_i4	TRAF	OTR
Co06022_k25_TRINITY_DN37164_c0_g2_i5	TUB	TFF
B1_k31_TRINITY_DN19675_c0_g1_i1	zf-fF-X1	TFF
MT11-610_k25_TRINITY_DN66740_c0_g1_i3	SBP	TFF
CC011940_cc_00030761-RA	SET	OTR
QN05-1743_k25_TRINITY_DN8262_c0_g2_i2	GRAS	TFF
R570_BAC_Sh_227M16_p000020	bHLH	TFF
MS6847_k25_TRINITY_DN2358_c0_g2_i2	C2C2-Dof	TFF
MT11-610_k31_TRINITY_DN2063_c0_g1_i9	bZIP	TFF
KQ08-2850_k31_TRINITY_DN725_c0_g1_i10	Orphans	Orphans
RB72454_k25_TRINITY_DN39101_c1_g1_i2	SET	OTR
CoV92102_k31_TRINITY_DN13041_c0_g1_i4	bZIP	TFF
LCP85-384_k25_TRINITY_DN48184_c0_g2_i2	HB	TFF
QN05-1743_k25_TRINITY_DN1360_c0_g1_i4	Orphans	Orphans
F1_Bulk_2_k25_TRINITY_DN3212_c0_g1_i1	Orphans	Orphans
MT11-610_k25_TRINITY_DN262_c0_g1_i7	AP2-EREBP	TFF
ROC20_k31_TRINITY_DN9751_c0_g2_i6	Orphans	Orphans
SP80-3280_IQUSP_evm.model.unitig_273403.1	HB	TFF
GXU-34140_k25_TRINITY_DN20059_c0_g2_i3	bZIP	TFF
QN05-1743_k25_TRINITY_DN4545_c0_g1_i11	C3H	TFF
CoV92102_k31_TRINITY_DN6407_c0_g1_i11	C3H	TFF
MT11-610_k31_TRINITY_DN15123_c0_g1_i5	GNAT	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0201331.2	GRAS	TFF
GUC2_k25_TRINITY_DN3984_c0_g2_i3	Tify	TFF
ROC22_k31_TRINITY_DN194_c0_g2_i14	TFIID	TFF
Q200_k31_TRINITY_DN3731_c2_g3_i2	SET	OTR
ROC20_k31_TRINITY_DN9970_c1_g1_i2	GRAS	TFF
Co8021_k31_TRINITY_DN1604_c1_g1_i2	MYB	TFF
B2_k25_TRINITY_DN31424_c0_g2_i1	C3H	TFF
B1_k25_TRINITY_DN8492_c0_g1_i2	Jumonji	OTR
KQ08-2850_k25_TRINITY_DN10328_c0_g1_i16	zf-MIZ	OTR
GT96-167_k25_TRINITY_DN67880_c0_g1_i1	zf-BED	TFF
MT11-610_k25_TRINITY_DN67844_c0_g1_i4	Orphans	Orphans
KQB07-24619_k31_TRINITY_DN13196_c0_g1_i1	E2F-DP	TFF
T1_k31_TRINITY_DN16056_c0_g2_i3	MADS	TFF
KQB07-24619_k25_TRINITY_DN22897_c0_g3_i5	MYB-related	TFF
QC02-402_k25_TRINITY_DN1048_c0_g2_i1	TUB	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0009328.1	C2H2	TFF
ROC20_k25_TRINITY_DN4242_c0_g1_i9	MYB-related	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0000768.7	NAC	TFF
CC011940_cc_00039353-RA	WRKY	TFF
F1_Bulk_2_k31_TRINITY_DN2884_c0_g2_i7	bHLH	TFF
KQB09-23137_k25_TRINITY_DN9222_c0_g1_i4	PHD	OTR
CP74-2005_k25_TRINITY_DN10383_c0_g1_i18	HB	TFF
QS99-2014_k25_TRINITY_DN6965_c0_g2_i5	Orphans	Orphans
GXU-34176_k31_TRINITY_DN7022_c0_g1_i2	SET	OTR
KQB07-23863_k25_TRINITY_DN856_c0_g1_i6	MYB-related	TFF
CC011940_MSTRG.8503.1	TIG	TFF
GN18_k31_TRINITY_DN2998_c0_g1_i12	Orphans	Orphans
QN05-803_k31_TRINITY_DN2133_c0_g1_i12	SET	OTR
QN05-1460_k31_TRINITY_DN1025_c0_g1_i8	TFIID	TFF
Co06022_k25_TRINITY_DN4820_c0_g2_i2	MED26	OTR
LCP85-384_k31_TRINITY_DN20819_c0_g1_i1	MYB-related	TFF
CC011940_cc_00017639-RA	bZIP	TFF
LCP85-384_k25_TRINITY_DN2975_c0_g1_i7	NAC	TFF
KQB07-23990_k25_TRINITY_DN9422_c0_g1_i8	E2F-DP	TFF
MT11-610_k31_TRINITY_DN41606_c0_g2_i5	Orphans	Orphans
KQB07-24619_k31_TRINITY_DN11505_c0_g1_i1	GRAS	TFF
KQB09-20620_k25_TRINITY_DN891_c0_g1_i1	TIG	TFF
ROC20_k31_TRINITY_DN1221_c2_g1_i9	AP2-EREBP	TFF
CP74-2005_k31_TRINITY_DN6928_c0_g2_i5	ABI3VP1	TFF
T1_k31_TRINITY_DN10530_c0_g4_i3	MYB-related	TFF
B1_k25_TRINITY_DN64052_c0_g1_i1	HSF	TFF
B1_k31_TRINITY_DN17882_c0_g1_i1	CSD	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0004440.3	Orphans	Orphans
GN18_k31_TRINITY_DN10345_c0_g1_i3	Orphans	Orphans
CP74-2005_k25_TRINITY_DN24169_c0_g1_i4	Orphans	Orphans
RB855156_k31_TRINITY_DN4133_c0_g1_i2	Tify	TFF
QN05-1743_k31_TRINITY_DN2527_c0_g2_i3	WRKY	TFF
GXU-34176_k25_TRINITY_DN43344_c0_g1_i1	ARF	TFF
GUC2_k31_TRINITY_DN1531_c0_g2_i3	WRKY	TFF
ROC26_k25_TRINITY_DN19056_c0_g2_i2	SET	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000008532.3	PHD	OTR
ROC22_k31_TRINITY_DN31542_c0_g1_i4	TRAF	OTR
R570_BAC_Sh_230F13_p000090	Jumonji	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0241787.2.1	HMG	OTR
MT11-610_k31_TRINITY_DN98022_c0_g1_i6	Jumonji	OTR
Q241_k31_TRINITY_DN14519_c0_g1_i2	Jumonji	OTR
LCP85-384_k31_TRINITY_DN11421_c0_g1_i9	HSF	TFF
F1_Bulk_2_k25_TRINITY_DN8273_c0_g1_i4	SBP	TFF
ROC26_k25_TRINITY_DN66583_c1_g1_i1	BES1	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000014246.2	MYB	TFF
T1_k25_TRINITY_DN3643_c0_g1_i2	Orphans	Orphans
ROC20_k31_TRINITY_DN12966_c0_g1_i11	Orphans	Orphans
CC011940_Sobic.007G086200.1.mrna3	MADS	TFF
KQB09-23137_k25_TRINITY_DN3675_c0_g1_i2	bZIP	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000034999.2	SBP	TFF
ROC20_k31_TRINITY_DN337_c0_g2_i6	Orphans	Orphans
MT11-610_k25_TRINITY_DN29701_c0_g2_i3	NAC	TFF
GXU-34176_k31_TRINITY_DN12930_c0_g2_i2	GNAT	OTR
B2_k31_TRINITY_DN2572_c0_g1_i3	GNAT	OTR
LCP85-384_k31_TRINITY_DN124703_c0_g1_i3	Orphans	Orphans
MS6847_k25_TRINITY_DN10674_c0_g2_i7	Orphans	Orphans
GN18_k31_TRINITY_DN10733_c0_g1_i5	Rcd1-like	OTR
FN95-1702_k31_TRINITY_DN2056_c0_g1_i3	Orphans	Orphans
GXU-34140_k25_TRINITY_DN19121_c0_g1_i2	PHD	OTR
MT11-610_k31_TRINITY_DN30960_c0_g1_i5	Tify	TFF
ROC20_k31_TRINITY_DN52324_c0_g1_i7	WRKY	TFF
CP74-2005_k31_TRINITY_DN37447_c0_g1_i1	SBP	TFF
QA02-1009_k31_TRINITY_DN5895_c1_g1_i8	Orphans	Orphans
CP74-2005_k25_TRINITY_DN165923_c0_g1_i1	FAR1	TFF
KQB09-23137_k25_TRINITY_DN26038_c0_g1_i1	AUX/IAA	OTR
QN05-1509_k25_TRINITY_DN3293_c0_g1_i10	Orphans	Orphans
T2_k25_TRINITY_DN2226_c0_g1_i2	C3H	TFF
KQB07-24739_k25_TRINITY_DN57645_c0_g1_i1	Orphans	Orphans
QN05-1460_k31_TRINITY_DN36441_c1_g1_i5	C2H2	TFF
FN95-1702_k31_TRINITY_DN46887_c1_g1_i2	GRAS	TFF
LCP85-384_k31_TRINITY_DN52894_c0_g1_i3	SET	OTR
RB855156_k31_TRINITY_DN500_c0_g1_i8	Orphans	Orphans
Q200_k25_TRINITY_DN41120_c0_g1_i1	FAR1	TFF
ROC22_k31_TRINITY_DN1241_c0_g1_i5	Orphans	Orphans
ROC22_k31_TRINITY_DN4370_c0_g1_i1	C2C2-Dof	TFF
GN18_k31_TRINITY_DN8242_c0_g2_i4	FAR1	TFF
F1_Bulk_2_k31_TRINITY_DN10703_c0_g1_i1	GRAS	TFF
B2_k25_TRINITY_DN17129_c1_g1_i1	ARID	OTR
ROC22_k31_TRINITY_DN46735_c0_g1_i2	Orphans	Orphans
QS99-2014_k25_TRINITY_DN4954_c0_g1_i12	MED26	OTR
ROC26_k31_TRINITY_DN13746_c0_g2_i2	ABI3VP1	TFF
ROC22_k25_TRINITY_DN304_c1_g1_i2	AP2-EREBP	TFF
MT11-610_k31_TRINITY_DN76895_c0_g1_i7	FAR1	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0196006.1	Orphans	Orphans
KQB07-23990_k31_TRINITY_DN3340_c0_g1_i1	MYB-related	TFF
CP74-2005_k31_TRINITY_DN49605_c0_g1_i2	zf-BED	TFF
ROC22_k25_TRINITY_DN72528_c0_g1_i3	Jumonji	OTR
T1_k31_TRINITY_DN45311_c0_g1_i6	SBP	TFF
ROC22_k31_TRINITY_DN31249_c0_g1_i7	Orphans	Orphans
GUC2_k25_TRINITY_DN1088_c0_g1_i5	WRKY	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000017502.2	TRAF	OTR
MT11-610_k25_TRINITY_DN74136_c0_g2_i2	FAR1	TFF
ROC20_k31_TRINITY_DN20595_c0_g1_i6	MYB	TFF
QS99-2014_k25_TRINITY_DN42558_c0_g1_i1	TRAF	OTR
QN05-1460_k31_TRINITY_DN7078_c0_g3_i7	PHD	OTR
ROC22_k25_TRINITY_DN160086_c0_g2_i3	bHLH	TFF
QA96-1749_k25_TRINITY_DN1498_c0_g1_i17	TFIID	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0019615.2	C2C2-Dof	TFF
MT11-610_k31_TRINITY_DN18562_c0_g1_i9	MYB	TFF
ROC20_k25_TRINITY_DN75_c0_g2_i2	bHLH	TFF
MT11-610_k31_TRINITY_DN1227_c1_g1_i8	MYB-related	TFF
CP74-2005_k31_TRINITY_DN10554_c0_g3_i1	E2F-DP	TFF
QN05-1460_k25_TRINITY_DN916_c0_g1_i7	MADS	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000020140.1	bZIP	TFF
LCP85-384_k31_TRINITY_DN1329_c0_g1_i5	Pseudo_ARR-B	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0255781.1	SBP	TFF
F1_Bulk_2_k25_TRINITY_DN3448_c0_g1_i3	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0102785.4	MYB-related	TFF
CP74-2005_k25_TRINITY_DN13104_c0_g2_i1	MYB-related	TFF
MT11-610_k25_TRINITY_DN311021_c0_g1_i1	TRAF	OTR
QA96-1749_k31_TRINITY_DN16552_c1_g2_i1	FAR1	TFF
ROC20_k31_TRINITY_DN13960_c0_g1_i8	zf-BED	TFF
ROC22_k31_TRINITY_DN22252_c0_g1_i1	bHLH	TFF
R570_ASM_Sh01_p013240	NAC	TFF
CP74-2005_k25_TRINITY_DN103756_c0_g1_i1	FAR1	TFF
MT11-610_k31_TRINITY_DN266367_c0_g1_i1	Orphans	Orphans
QBYN04-26041_k31_TRINITY_DN2048_c0_g1_i8	Orphans	Orphans
KQB07-23863_k25_TRINITY_DN1794_c0_g1_i1	TUB	TFF
F1_Bulk_2_k31_TRINITY_DN27749_c0_g1_i6	DDT	OTR
QN05-803_k25_TRINITY_DN17440_c0_g1_i1	Tify	TFF
KQ08-2850_k25_TRINITY_DN11861_c0_g2_i1	TUB	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0118184.1	GNAT	OTR
CP74-2005_k25_TRINITY_DN16891_c0_g1_i14	NAC	TFF
LCP85-384_k25_TRINITY_DN97_c0_g2_i1	bHLH	TFF
GN18_k25_TRINITY_DN21684_c0_g3_i1	ABI3VP1	TFF
Co06022_k31_TRINITY_DN2822_c0_g1_i4	ABI3VP1	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0301370.1	WRKY	TFF
F1_Bulk_2_k25_TRINITY_DN13650_c0_g1_i4	GRAS	TFF
CP74-2005_k25_TRINITY_DN23310_c0_g2_i9	bHLH	TFF
QN05-803_k25_TRINITY_DN6187_c0_g2_i2	MYB	TFF
CoV92102_k25_TRINITY_DN7314_c0_g1_i1	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000051151.1	bHLH	TFF
GT96-167_k31_TRINITY_DN7405_c0_g2_i8	MYB-related	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0016849.5	FAR1	TFF
QA02-1009_k31_TRINITY_DN958_c1_g1_i16	ARF	TFF
US851008_k25_TRINITY_DN1811_c0_g2_i2	MYB-related	TFF
LCP85-384_k31_TRINITY_DN81676_c0_g1_i1	Orphans	Orphans
ROC26_k25_TRINITY_DN19641_c1_g1_i1	GRAS	TFF
QA02-1009_k25_TRINITY_DN3509_c0_g2_i5	NAC	TFF
KQ08-2850_k25_TRINITY_DN8187_c0_g1_i17	PHD	OTR
CoV92102_k31_TRINITY_DN3504_c0_g1_i3	ARF	TFF
Q200_k31_TRINITY_DN1576_c0_g1_i4	AUX/IAA	OTR
KQB07-24619_k25_TRINITY_DN12438_c0_g1_i1	HTH	OTR
F1_Bulk_1_k25_TRINITY_DN1342_c0_g2_i3	Orphans	Orphans
KQ08-2850_k25_TRINITY_DN8750_c0_g1_i9	zf-BED	TFF
R570_ASM_Sh02_p029500	Orphans	Orphans
MT11-610_k25_TRINITY_DN175906_c0_g1_i1	TRAF	OTR
CoV92102_k31_TRINITY_DN9397_c0_g1_i12	Orphans	Orphans
MT11-610_k25_TRINITY_DN17358_c0_g1_i1	bZIP	TFF
F1_Bulk_1_k31_TRINITY_DN12250_c0_g2_i7	WRKY	TFF
GT96-167_k25_TRINITY_DN6553_c0_g2_i6	Orphans	Orphans
QN05-1743_k25_TRINITY_DN60506_c0_g1_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0029166.4	AP2-EREBP	TFF
LCP85-384_k25_TRINITY_DN1175_c0_g1_i1	HB	TFF
CC011940_cc_00000557-RA	mTERF	OTR
KQ08-2850_k25_TRINITY_DN38213_c0_g1_i4	bHLH	TFF
KQB09-20620_k25_TRINITY_DN3876_c0_g1_i4	TRAF	OTR
GN18_k31_TRINITY_DN4031_c0_g2_i5	AP2-EREBP	TFF
GUC10_k31_TRINITY_DN7977_c0_g1_i7	WRKY	TFF
R570_BAC_Sh_250J19_p000020	SBP	TFF
LCP85-384_k31_TRINITY_DN84632_c0_g3_i1	WRKY	TFF
US851008_k25_TRINITY_DN1629_c0_g1_i6	AUX/IAA	OTR
ROC22_k31_TRINITY_DN79184_c0_g1_i3	bHLH	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0101983.1	DDT	OTR
GN18_k25_TRINITY_DN144798_c0_g1_i1	PHD	OTR
ROC22_k25_TRINITY_DN12493_c0_g1_i11	CPP	TFF
MT11-610_k25_TRINITY_DN20832_c0_g1_i5	NAC	TFF
SP80-3280_Mattielo_SP803280_c113177_g1_i1	Orphans	Orphans
ROC20_k25_TRINITY_DN1361_c0_g2_i1	C3H	TFF
ROC26_k31_TRINITY_DN23345_c0_g1_i6	ABI3VP1	TFF
ROC20_k25_TRINITY_DN98469_c1_g1_i2	Rcd1-like	OTR
MS6847_k31_TRINITY_DN18874_c0_g1_i12	GRAS	TFF
KQ08-2850_k31_TRINITY_DN58604_c0_g1_i1	AUX/IAA	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0163440.1	Orphans	Orphans
GXU-34176_k31_TRINITY_DN16703_c0_g1_i4	bZIP	TFF
KQB07-24619_k25_TRINITY_DN9807_c0_g1_i7	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000040047.1	PLATZ	TFF
QS99-2014_k25_TRINITY_DN85268_c0_g1_i1	SBP	TFF
MT11-610_k25_TRINITY_DN2063_c0_g1_i10	MYB-related	TFF
ROC20_k31_TRINITY_DN12124_c0_g1_i2	MED7	OTR
QC02-402_k25_TRINITY_DN8074_c0_g1_i4	PHD	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0011036.1	TCP	TFF
MT11-610_k31_TRINITY_DN47533_c0_g2_i3	Orphans	Orphans
GXU-34140_k31_TRINITY_DN4648_c0_g1_i2	zf-LSD1	TFF
FN95-1702_k25_TRINITY_DN3814_c0_g1_i2	MED26	OTR
GXU-34140_k25_TRINITY_DN5456_c0_g1_i1	NAC	TFF
KQ08-2850_k25_TRINITY_DN6240_c0_g1_i8	AUX/IAA	OTR
LCP85-384_k25_TRINITY_DN20274_c0_g2_i6	MYB-related	TFF
B2_k25_TRINITY_DN28290_c0_g3_i1	FAR1	TFF
F1_Bulk_2_k31_TRINITY_DN3011_c1_g1_i2	SBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0146187.2	TRAF	OTR
MS6847_k31_TRINITY_DN1919_c0_g1_i3	NAC	TFF
ROC20_k31_TRINITY_DN41841_c0_g1_i1	WRKY	TFF
ROC20_k25_TRINITY_DN15700_c0_g1_i16	Orphans	Orphans
FN95-1702_k25_TRINITY_DN11572_c0_g2_i1	MYB-related	TFF
ROC22_k31_TRINITY_DN105763_c0_g2_i2	FAR1	TFF
GN18_k25_TRINITY_DN6713_c0_g1_i15	WRKY	TFF
R570_ASM_Sh05_p011050	GRAS	TFF
MT11-610_k25_TRINITY_DN123088_c0_g2_i1	AP2-EREBP	TFF
KQ08-2850_k25_TRINITY_DN3253_c0_g3_i2	bZIP	TFF
MT11-610_k25_TRINITY_DN12765_c0_g2_i3	NAC	TFF
KQB07-23990_k25_TRINITY_DN8629_c0_g1_i4	GRAS	TFF
SP80-3280_unmappedk31_TRINITY_DN13953_c0_g1_i6	ABI3VP1	TFF
KQB09-20620_k31_TRINITY_DN15554_c0_g1_i3	SET	OTR
MT11-610_k31_TRINITY_DN41244_c0_g2_i1	bHLH	TFF
SP80-3280_unmappedk25_TRINITY_DN641_c0_g1_i1	GRAS	TFF
QC02-402_k25_TRINITY_DN64831_c0_g1_i1	CPP	TFF
QN05-1509_k25_TRINITY_DN22154_c0_g1_i10	zf-fF-X1	TFF
CP74-2005_k25_TRINITY_DN101023_c0_g1_i1	GRAS	TFF
F1_Bulk_1_k31_TRINITY_DN63438_c0_g1_i1	mTERF	OTR
KQB07-24619_k25_TRINITY_DN435_c0_g1_i14	Orphans	Orphans
KQB08-32953_k25_TRINITY_DN29090_c0_g1_i2	TUB	TFF
